,rospy+AF8-node+AF8-type,log+AF8-severity,date+AF8-time,node+AF8-name,node+AF8-log
0,rospy.client,INFO,+ACI-2023+AC0-11+AC0-11 15:00:26,606+ACI-,+ACI-init+AF8-node,+ACI-,+ACI-name+AFs-/CommandServer+AF0-, pid+AFs-26727+AF0-+ACI-
1899,xmlrpc,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,019+ACI-,XML+AC0-RPC,server binding to 0.0.0.0:0
1900,xmlrpc,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,020+ACI-,Started,XML+AC0-RPC server +AFs-http://192.168.50.94:40299/+AF0-
1901,rospy.impl.masterslave,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,020+ACI-,+AF8-ready:,http://192.168.50.94:40299/
1902,rospy.registration,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,021+ACI-,Registering,with master node http://021708CP00107.local:11311
1903,rospy.init,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,021+ACI-,ROS,Slave URI: +AFs-http://192.168.50.94:40299/+AF0-
1904,rospy.init,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,021+ACI-,registered,with master
1905,rospy.rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,021+ACI-,initializing,/rosout core topic
1906,xmlrpc,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,022+ACI-,xml,rpc node: starting XML+AC0-RPC server
1907,rospy.rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,029+ACI-,connected,to core topic /rosout
1908,rospy.simtime,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,033+ACI-,/use+AF8-sim+AF8-time,+ACI-is not set, will not subscribe to simulated time +AFs-/clock+AF0- topic+ACI-
1909,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,096+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
1910,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,132+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
1911,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,132+ACI-,topic+AFs-/robot/limb/right/tip+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
1912,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,133+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
1913,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,134+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 1+ACI-
1914,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,158+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 0+ACI-
1915,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,321+ACI-,topic+AFs-/rosout+AF0-,+ACI-adding connection to +AFs-/rosout+AF0-, count 0+ACI-
1916,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,343+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF8-timeout+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
1917,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,344+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
1918,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,345+ACI-,topic+AFs-/robot/limb/right/set+AF8-speed+AF8-ratio+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
1919,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,358+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 0+ACI-
1920,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,363+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 0+ACI-
1921,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,401+ACI-,topic+AFs-/robot/state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
1922,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,416+ACI-,Robot,Enabled
1923,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,614+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/command+AF0-,+ACI-adding connection to +AFs-/end+AF8-effector+AF8-io+AF0-, count 0+ACI-
1924,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:24,716+ACI-,topic+AFs-/robot/set+AF8-super+AF8-enable+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
1925,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:21:26,569+ACI-,Command,+ACI-Server log: (+AFs-GripperServiceServer+AF0-):  Started Executing Gripper gripper+AF8-cmd: +ACIAIg-Open+ACIAIg-+ACI-
1926,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:21:28,676+ACI-,Command,+ACI-Server log: (+AFs-GripperServiceServer+AF0-):  Successfully executed gripper gripper+AF8-cmd: +ACIAIg-Open+ACIAIg- command+ACI-
1927,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:21:29,880+ACI-,Command,+ACI-Server log: (+AFs-GuardedMoveToJointPositionServer+AF0-):  Started Executing guarded move to joint position, timeout +AD0- 5.0+ACI-
1928,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:21:31,055+ACI-,Command,Server log: (+AFs-GuardedMoveToJointPositionServer+AF0-):  Successfully executed guarded move to joint position
1929,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:21:31,082+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Querying desired pose in base frame of sawyer
1930,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:31,109+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:38335/+AF0-, count 0+ACI-
1931,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:31,113+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:57560/+AF0-, count 1+ACI-
1932,rosout,ERROR,+ACI-2023+AC0-11+AC0-30 19:21:31,106+ACI-,Error,processing request: local variable 'trans' referenced before assignment
1933,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:31,119+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:35865/+AF0-, count 2+ACI-
1934,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:31,120+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:38335/+AF0-, count 0+ACI-
1935,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:31,126+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:34039/+AF0-, count 1+ACI-
1936,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:31,139+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:40814/+AF0-, count 3+ACI-
1937,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:21:31,140+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:41735/+AF0-, count 2+ACI-
1938,rospy.core,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,062+ACI-,signal+AF8-shutdown,+AFs-signal+AC0-2+AF0-
1939,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,177+ACI-,topic+AFs-/rosout+AF0-,removing connection to /rosout
1940,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,177+ACI-,topic+AFs-/robot/limb/right/set+AF8-speed+AF8-ratio+AF0-,removing connection to /realtime+AF8-loop
1941,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,178+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF0-,removing connection to /realtime+AF8-loop
1942,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,178+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF8-timeout+AF0-,removing connection to /realtime+AF8-loop
1943,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,179+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/command+AF0-,removing connection to /end+AF8-effector+AF8-io
1944,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,179+ACI-,topic+AFs-/robot/set+AF8-super+AF8-enable+AF0-,removing connection to /realtime+AF8-loop
1945,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,179+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,removing connection to http://021708CP00107.local:43604/
1946,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,180+ACI-,topic+AFs-/robot/limb/right/tip+AF8-states+AF0-,removing connection to http://021708CP00107.local:43604/
1947,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,180+ACI-,topic+AFs-/robot/limb/right/tip+AF8-states+AF0-,removing connection to http://021708CP00107.local:43604/
1948,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,181+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,removing connection to http://021708CP00107.local:43604/
1949,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,181+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,removing connection to http://021708CP00107.local:43604/
1950,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,182+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:43604/
1951,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,182+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:37809/
1952,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,182+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,removing connection to http://021708CP00107.local:37809/
1953,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,183+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,removing connection to http://021708CP00107.local:37809/
1954,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,183+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,removing connection to http://021708CP00107.local:37809/
1955,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,183+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,removing connection to http://021708CP00107.local:37809/
1956,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,184+ACI-,topic+AFs-/robot/state+AF0-,removing connection to http://021708CP00107.local:43604/
1957,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,184+ACI-,topic+AFs-/robot/state+AF0-,removing connection to http://021708CP00107.local:43604/
1958,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,184+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:38335/
1959,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,184+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:38335/
1960,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,184+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:57560/
1961,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,185+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:35865/
1962,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,185+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:40814/
1963,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,185+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:40814/
1964,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,186+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://192.168.50.94:38335/
1965,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,186+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://192.168.50.94:38335/
1966,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,186+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:34039/
1967,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,186+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:41735/
1968,rospy.core,INFO,+ACI-2023+AC0-11+AC0-30 19:22:30,663+ACI-,signal+AF8-shutdown,+AFs-atexit+AF0-
1969,rospy.client,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,451+ACI-,+ACI-init+AF8-node,+ACI-,+ACI-name+AFs-/CommandServer+AF0-, pid+AFs-272897+AF0-+ACI-
1970,xmlrpc,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,454+ACI-,XML+AC0-RPC,server binding to 0.0.0.0:0
1971,xmlrpc,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,454+ACI-,Started,XML+AC0-RPC server +AFs-http://192.168.50.94:44929/+AF0-
1972,rospy.impl.masterslave,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,455+ACI-,+AF8-ready:,http://192.168.50.94:44929/
1973,rospy.registration,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,456+ACI-,Registering,with master node http://021708CP00107.local:11311
1974,xmlrpc,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,456+ACI-,xml,rpc node: starting XML+AC0-RPC server
1975,rospy.init,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,457+ACI-,ROS,Slave URI: +AFs-http://192.168.50.94:44929/+AF0-
1976,rospy.init,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,457+ACI-,registered,with master
1977,rospy.rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,457+ACI-,initializing,/rosout core topic
1978,rospy.rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,479+ACI-,connected,to core topic /rosout
1979,rospy.simtime,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,483+ACI-,/use+AF8-sim+AF8-time,+ACI-is not set, will not subscribe to simulated time +AFs-/clock+AF0- topic+ACI-
1980,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,550+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
1981,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,560+ACI-,topic+AFs-/robot/limb/right/tip+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
1982,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,583+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
1983,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,589+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 1+ACI-
1984,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,591+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
1985,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,628+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 0+ACI-
1986,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,714+ACI-,topic+AFs-/rosout+AF0-,+ACI-adding connection to +AFs-/rosout+AF0-, count 0+ACI-
1987,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,715+ACI-,topic+AFs-/robot/limb/right/set+AF8-speed+AF8-ratio+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
1988,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,716+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
1989,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,758+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 0+ACI-
1990,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,759+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 0+ACI-
1991,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,785+ACI-,topic+AFs-/robot/state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
1992,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,808+ACI-,Robot,Enabled
1993,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:32,912+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF8-timeout+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
1994,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:33,013+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/command+AF0-,+ACI-adding connection to +AFs-/end+AF8-effector+AF8-io+AF0-, count 0+ACI-
1995,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:33,014+ACI-,topic+AFs-/robot/set+AF8-super+AF8-enable+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
1996,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:22:35,468+ACI-,Command,+ACI-Server log: (+AFs-GripperServiceServer+AF0-):  Started Executing Gripper gripper+AF8-cmd: +ACIAIg-Open+ACIAIg-+ACI-
1997,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:22:37,576+ACI-,Command,+ACI-Server log: (+AFs-GripperServiceServer+AF0-):  Successfully executed gripper gripper+AF8-cmd: +ACIAIg-Open+ACIAIg- command+ACI-
1998,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:22:38,775+ACI-,Command,+ACI-Server log: (+AFs-GuardedMoveToJointPositionServer+AF0-):  Started Executing guarded move to joint position, timeout +AD0- 5.0+ACI-
1999,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:22:39,952+ACI-,Command,Server log: (+AFs-GuardedMoveToJointPositionServer+AF0-):  Successfully executed guarded move to joint position
2000,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:22:39,972+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Querying desired pose in base frame of sawyer
2001,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:22:39,995+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
2002,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:40,001+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:38335/+AF0-, count 0+ACI-
2003,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:40,006+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:57560/+AF0-, count 1+ACI-
2004,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:40,013+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:35865/+AF0-, count 1+ACI-
2005,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:40,014+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:40814/+AF0-, count 1+ACI-
2006,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:40,017+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:38335/+AF0-, count 0+ACI-
2007,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:40,018+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:41735/+AF0-, count 0+ACI-
2008,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:22:40,002+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
2009,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:22:40,022+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:34039/+AF0-, count 2+ACI-
2010,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:22:40,022+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
2011,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:22:40,028+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
2012,rosout,INFO,+ACI-2023+AC0-11+AC0-30 19:22:40,034+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
2013,rosout,ERROR,+ACI-2023+AC0-11+AC0-30 19:22:40,047+ACI-,Error,processing request: local variable 'trans' referenced before assignment
2014,rospy.core,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,402+ACI-,signal+AF8-shutdown,+AFs-signal+AC0-2+AF0-
2015,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,421+ACI-,topic+AFs-/rosout+AF0-,removing connection to /rosout
2016,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,422+ACI-,topic+AFs-/robot/limb/right/set+AF8-speed+AF8-ratio+AF0-,removing connection to /realtime+AF8-loop
2017,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,423+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF0-,removing connection to /realtime+AF8-loop
2018,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,431+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF8-timeout+AF0-,removing connection to /realtime+AF8-loop
2019,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,434+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/command+AF0-,removing connection to /end+AF8-effector+AF8-io
2020,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,435+ACI-,topic+AFs-/robot/set+AF8-super+AF8-enable+AF0-,removing connection to /realtime+AF8-loop
2021,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,437+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,removing connection to http://021708CP00107.local:43604/
2022,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,437+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,removing connection to http://021708CP00107.local:43604/
2023,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,438+ACI-,topic+AFs-/robot/limb/right/tip+AF8-states+AF0-,removing connection to http://021708CP00107.local:43604/
2024,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,438+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,removing connection to http://021708CP00107.local:43604/
2025,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,439+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:43604/
2026,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,439+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:37809/
2027,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,440+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,removing connection to http://021708CP00107.local:37809/
2028,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,440+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,removing connection to http://021708CP00107.local:37809/
2029,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,440+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,removing connection to http://021708CP00107.local:37809/
2030,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,441+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,removing connection to http://021708CP00107.local:37809/
2031,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,442+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,removing connection to http://021708CP00107.local:37809/
2032,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,442+ACI-,topic+AFs-/robot/state+AF0-,removing connection to http://021708CP00107.local:43604/
2033,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,443+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:38335/
2034,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,445+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:57560/
2035,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,445+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:35865/
2036,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,446+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:40814/
2037,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,446+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://192.168.50.94:38335/
2038,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,446+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:41735/
2039,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 19:23:11,447+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:34039/
2040,rospy.core,INFO,+ACI-2023+AC0-11+AC0-30 19:23:12,006+ACI-,signal+AF8-shutdown,+AFs-atexit+AF0-
